label,text,text_len,num_words,cleaned_text
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,210,43,dont hesit know second time weak like keep notebook eat day anyth chang day sure noth
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",110,18,tkts euro cup final cash collect call b pobox ppm
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,320,46,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ee name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra lt gt true neglet
ham,Yes there were many sweets,26,5,yes mani sweet
ham,Ding me on ya break fassyole! Blacko from londn,47,9,ding ya break fassyol blacko londn
ham,"Total disappointment, when I texted you was the craziest shit got :(",68,12,total disappoint text craziest shit got
ham,Left dessert. U wan me 2 go suntec look 4 u?,44,11,left dessert u wan go suntec look u
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,82,17,pls go ahead watt want sure great weekend abiola
ham,Ill be at yours in about 3 mins but look out for me,51,13,ill min look
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,137,23,pleas call custom servic repres pm guarante cash prize
ham,So when do you wanna gym harri,30,7,wan na gym harri
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",158,34,hope alright babe worri might felt bit despar learn job fake wait come back love
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,25,day euro kickoff u kept inform latest news result daili unsubscrib send get euro stop
ham,"Sorry, I'll call later",22,4,sorri call later
ham,I pocked you up there before,28,6,pock
ham,When did you get to the library,31,7,get librari
ham,"Sorry, I'll call later in meeting",33,6,sorri call later meet
ham,Can you please send me my aunty's number,40,8,pleas send aunti number
ham,"Lol, oh you got a friend for the dog ?",38,10,lol oh got friend dog
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,135,27,hate turn fun shop trip annoy day everyth would look hous
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,143,30,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,88,18,hey gave photo regist drive ah tmr wan na meet yck
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,121,25,get brand new mobil phone agent mob plus load goodi info text mat
ham,Hi :)finally i completed the course:),37,6,hi final complet cours
ham,Go chase after her and run her over while she's crossing the street,67,13,go chase run cross street
ham,Gud ni8.swt drms.take care,26,4,gud ni swt drms take care
ham,"What will we do in the shower, baby?",36,8,shower babi
spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",99,19,mobil number claim call us back ring claim hot line
ham,Din i tell u jus now 420,24,7,din tell u jus
ham,What you did in  leave.,23,6,leav
ham,Lol. Well quality aint bad at all so i aint complaining,55,11,lol well qualiti aint bad aint complain
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... ,59,11,wah oki oki muz make use e unlimit haha
ham,Jus finish blowing my hair. U finish dinner already?,52,9,jus finish blow hair u finish dinner alreadi
ham,"Just dropped em off, omw back now",33,7,drop em omw back
ham,Lol no ouch but wish i'd stayed out a bit longer,48,11,lol ouch wish stay bit longer
ham,No need for the drug anymore.,29,6,need drug anymor
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,148,32,ok darlin supos ok worri much film stuff mate babysit call xx
ham,Dont pick up d call when something important is There to tell. Hrishi,69,13,dont pick call someth import tell hrishi
ham,Have you got Xmas radio times. If not i will get it now,55,13,got xmas radio time get
ham,Can do lor...,13,3,lor
ham,i want to grasp your pretty booty :),36,8,want grasp pretti booti
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",155,32,lay man let know miss thought great day send bimbo ugo number ill appreci safe
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),101,22,get headach tri figur u trust math promis
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",99,20,yeah work fine start last week stuff dull easi guy fun
ham,Onum ela pa. Normal than.,25,5,onum ela pa normal
ham,I'm at home. Please call,24,5,home pleas call
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,87,16,mysteri solv open email sent anoth batch sweeti
ham,Tomarrow final hearing on my laptop case so i cant.,51,10,tomarrow final hear laptop case cant
ham,Okie...,7,1,oki
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",125,24,save stress person dorm account send account detail money sent
ham,Havent still waitin as usual... Ü come back sch oredi?,54,10,havent still waitin usual come back sch oredi
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",103,23,alway even spirit get bb soon tri sure need
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,92,14,eat shit wait ur monkey face bitch u asshol
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,89,17,tell think plus go stop run
ham,See? I thought it all through,29,6,see thought
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,142,23,puriti friendship two smile read forward messag smile see name gud evng
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,149,27,believ true incred txts repli g learn truli amaz thing blow mind fwd p txt
ham,You dont know you jabo me abi.,30,7,dont know jabo abi
spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,155,25,xmas iscom ur award either cd gift voucher free entri r week draw txt music tnc www ldew com win ppmx age subscript
ham,Should I have picked up a receipt or something earlier,54,10,pick receipt someth earlier
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",100,19,sweetheart hope kind day one load reason smile biola
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,139,22,talk atleast day otherwis miss best friend world shakespear shesil lt gt
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,149,24,puriti friendship two smile read forward messag smile see name gud evng musthu
ham,Dunno he jus say go lido. Same time 930.,40,9,dunno jus say go lido time
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,169,27,congratul week competit draw u prize claim call b cs stop sms ppm
ham,I'm e person who's doing e sms survey...,40,8,e person e sms survey
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,132,24,u secret admir look make contact u find r reveal think ur special call
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,138,27,thank continu support question week enter u draw cash name new us presid txt an
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,157,28,mobil mths updat latest orang camera video phone free save free text weekend call text yes callback orno opt
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140,29,sea lay rock rock envelop envelop paper paper word
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,13,watch surya movi pm vijay movi pokkiri
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,81,21,okay name ur price long legal wen pick u ave x am xx
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173,30,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
ham,You're gonna have to be way more specific than that,51,10,gon na way specif
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",157,37,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
ham,yay! finally lol. i missed our cinema trip last week :-(,56,11,yay final lol miss cinema trip last week
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,63,13,dunno leh cant rememb mayb lor wat time r meet tmr
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,143,23,urgent mobil number award prize guarante call land line claim valid hrs ppm
ham,U calling me right? Call my hand phone...,41,8,u call right call hand phone
ham,Do you still have the grinder?,30,6,still grinder
ham,"Aight, call me once you're close",32,6,aight call close
ham,Will you come online today night,32,6,come onlin today night
ham,Dude we should go sup again,27,6,dude go sup
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",240,48,guy car shop flirt got phone number paperwork call text nervous cours may address call boss tell know may get fire
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,70,13,yes watch footi worri go blow phil nevill
ham,You got called a tool?,22,5,got call tool
ham,Ok lor. Msg me b4 u call.,25,7,ok lor msg b u call
